,text,category,polarity
3685,This is a cute place and could be good but they need to get their act together.,anecdotes,conflict
2135,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,positive
3185,if your into thai..you cannot miss this great restaurant.,miscellaneous,positive
4330,Service was very prompt but slightly rushed.,service,positive
4047,Kudos Haru,miscellaneous,positive
82,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",food,positive
4295,"Not only would I not recommend Jimmy's restaurants to friends, I would strongly suggest they go anywhere but.",anecdotes,negative
2875,We had a great time at the Jekyll and hyde Pub last night.,miscellaneous,positive
4320,The service was the only thing good about this restaurant.,service,positive
3540,Slightly above average wines start at $70+ with only one selection listed at $30+.,price,negative
3899,"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",food,positive
1576,Try the spicy wontons and the salt pepper shrimps.,food,positive
4406,"It was huge, delicious, fresh, and will be the reason we return.",food,positive
3084,One of us actually liked the expresso - that's it.,food,conflict
245,"Other than the crappy service from two individuals, it's great.",service,conflict
1858,The problem is just that-it is a sometimes kind of affair.,anecdotes,neutral
4677,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",price,positive
2425,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",food,positive
2729,We were not disappointed.,miscellaneous,positive
2319,Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.,miscellaneous,neutral
3446,It will be on my to do list the next visit to NYC.,anecdotes,positive
1451,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",anecdotes,positive
3986,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,food,positive
707,Surprisingly nothing could be further from the truth.,anecdotes,positive
4554,"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.",food,conflict
2618,We could only get through an appetizer and cheese fondue.,food,neutral
3658,It took them 15 minutes to put water in our glasses.,service,negative
3733,"A great addition to Smith Street: finally, a place that's not pretentious and filled with women wearing Ugg boots.",anecdotes,positive
327,Went with mommy (the only person who could afford taking me here).,miscellaneous,neutral
852,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",service,positive
2366,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,food,negative
1818,"Told us to sit anywhere, and when we sat he said the table was reserved.",service,negative
2213,I stumbled upon this great pizzeria as I explored my new neighborhood.,miscellaneous,positive
4301,"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",anecdotes,positive
3031,That's why you have to pay more for that.,miscellaneous,neutral
1992,Decent wine selection too.,food,positive
1196,i dont how this place is still running.,miscellaneous,negative
723,Definitely not a restaurant to skip!,anecdotes,positive
3946,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),anecdotes,neutral
2289,One less manhattanite the better.,anecdotes,neutral
3550,The only friendly staff member was the guy at the bar.,service,conflict
4510,Village is one of those places that scores on all fronts.,miscellaneous,positive
655,Rosario's is without a doubt one of the greatest pizzerias in existence.,miscellaneous,positive
4647,"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",ambience,positive
2020,The food was well prepared and the service impecable.,food,positive
1033,"The food is fresh, delicious, and reasonably priced.",food,positive
2211,I for one will never patronize them again.,miscellaneous,negative
1076,With the theater 2 blocks away we had a delicious meal in a beautiful room.,ambience,positive
937,I think the stuff was better than Disney.,service,positive
2194,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,anecdotes,neutral
2189,You can barely see who you are with never mind have a conversation.,ambience,negative
1370,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,service,positive
3948,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",food,positive
3878,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",food,positive
3761,This restaurant is a wonderful place to go many times and it is reasonably priced.,miscellaneous,positive
1091,I would definitely recommend SEA if you like thai cuisine!,food,positive
4409,"Light, refreshing summer rolls (not fried) remind me of Vietnamese places in Paris.",food,positive
1907,Delicious food at a great price but do not go here on a cold day and sit by the front door.,price,positive
870,He offers subpar service and has no personality.,service,negative
994,But the coconut rice was good.,food,positive
1367,"The Steak Tartare is a great bet, they fix it for you at the table.",food,positive
3433,The food was pretty tradional but it was hot and good with large portions.,food,positive
1000,Overall I would recommend it and go back again.,anecdotes,positive
1003,Pair you food with the excellent beers on tap or their well priced wine list.,food,positive
2415,"Fresh, authentic, french cuisine in substantial portions.",food,positive
280,"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",food,positive
4610,Very good wine choices.,food,positive
4506,Will give it another chance before I write it off.,anecdotes,neutral
944,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",food,negative
3807,Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,miscellaneous,neutral
2048,i would recommend reservations on weekends though.,miscellaneous,neutral
540,"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.",price,positive
3548,I recommend this place to everyone who asks me where to go for a good meal.,miscellaneous,positive
1383,Less = More in their case.,anecdotes,positive
3910,"From the street it looks very hidden, and is actually an old warehouse.",miscellaneous,neutral
1925,Definite go if you're used to good Indian restaurant food from abroad.,food,positive
1868,"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",service,negative
4434,I've rarely had a problem with slow staff in the 10 years I've been going.,service,positive
2683,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",ambience,negative
4611,"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.",ambience,positive
4822,"Note that they do not serve beer, you must bring your own.",service,negative
3163,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,anecdotes,positive
3025,It's easy to get a table for a large group and you don't get hustled out.,service,positive
470,I would highly recommend.,anecdotes,positive
3315,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",service,positive
2340,Would definitely visit again.,miscellaneous,positive
591,"If you like Sakagura but you feel it's too much, you'd better try Yokocho.",anecdotes,neutral
3472,This is a fun restaurant to go to.,anecdotes,positive
4817,they were able to squeeze me in at 6 after i called the night before my anniversary for a friday night reservation and told me they'd treat us well for the occasion.,anecdotes,neutral
813,IT WAS HORRIBLE.,anecdotes,negative
858,"The dinner was ok, nothing I would have again.",food,negative
2274,"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",miscellaneous,neutral
2103,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",ambience,negative
3965,Everything is for sale in here including the sculptured iron statue on the table.,miscellaneous,neutral
3454,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",food,negative
2214,"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",anecdotes,neutral
426,Just ignore the trendy wannabes.,miscellaneous,negative
2068,NO PIZZA 33 for me!,anecdotes,negative
956,The place is a lot of fun.,anecdotes,positive
2775,we spent 50 $$ definetly will come back with my friends!!!,miscellaneous,positive
1845,I love this place.,anecdotes,positive
1239,Was surprisingly disappointed.,anecdotes,negative
2614,My wife had the fried shrimp which are huge and loved it.,food,positive
2763,Will absolutely visit again.,anecdotes,positive
958,This is a great Thai restaurant with a very friendly staff.,anecdotes,positive
3668,Great value for the quality ingredients.,price,positive
4811,I went here in the afternoon with a friend.,miscellaneous,neutral
509,Nice value.,price,positive
676,Ive been here a bunch of times now and the service is always outstanding.,service,positive
1877,"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.",anecdotes,positive
1359,So rushing us out was absolutely unnecessary!,miscellaneous,negative
4696,The service is outstanding and my crab-cake eggs benedict could not have been better.,service,positive
122,Go here for a romantic dinner but not for an all out wow dining experience.,miscellaneous,conflict
1828,This place is incredibly tiny.,ambience,negative
3133,"The view is spectacular, and the food is great.",food,positive
1232,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.",service,conflict
4110,Food and service was okay.,service,neutral
1642,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,food,positive
4204,Several of the dim sum orders had about 6-8 pieces.,food,neutral
1282,brick oven gallery is My pick for best pizza restaurant anywhere.,anecdotes,positive
2371,"I went to pams with my girlfriend, and i love it.",anecdotes,positive
1914,My six year old loved it.,anecdotes,positive
491,Suan was a recommendation that I am glad we heeded.,anecdotes,positive
4499,"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",miscellaneous,negative
3592,"No food snobs allowed, this place is for people who appreciate good food.",anecdotes,neutral
1194,We always go there on the weekends and leave extremely full and satisfied.,miscellaneous,positive
3062,First of all Dal Bukhara Rocks.,anecdotes,positive
4606,I will not be coming here at 3am again.,anecdotes,negative
3283,I have eaten at Shabu Tatsu at least 5 times and I always want to go back for more!,anecdotes,positive
3482,Bravissimo !!,anecdotes,positive
882,"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",ambience,negative
529,Too bad the food wasn't of the same heritage.,food,negative
1780,GO HERE.,anecdotes,positive
2151,"The food was amazing, the service was so attentive and personable, and how about that ambience!",food,positive
4591,We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.,food,negative
1516,I would definently recommend this restaurant.,anecdotes,positive
2588,"We had reservations at 9pm, but was not seated until 10:15pm.",service,negative
2133,My roommate and I LOVE this place.,miscellaneous,positive
4014,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,food,positive
4814,I'm partial to the Gnocchi.,food,positive
1171,OU MUST TRY THIS RESTAURANT.,miscellaneous,positive
3556,Highly recommended.,miscellaneous,positive
1549,I'd call it an 'italian dinner'.,anecdotes,neutral
90,The wine list is excellent.,food,positive
189,"However, it is jus too good to not praise it.",anecdotes,positive
2098,first it took us a long time to find the place.,anecdotes,negative
3851,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,miscellaneous,negative
130,"If you are a carnivore, come hungry and you will leave more satisfied than you have ever been.",anecdotes,positive
941,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",miscellaneous,negative
3526,Overall a worthwhile experience.,anecdotes,positive
2738,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",food,positive
565,If you want good authentic Thai this place is not the place to go.,food,negative
2031,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,service,positive
1857,"The sandwiches are dry, tasteless and way overpriced.",price,negative
1825,Food is great.,food,positive
3729,"La Rosa waltzes in, and I think they are doing it the best.",anecdotes,positive
414,Good luck getting a table.,anecdotes,negative
2084,Mermaid Inn is an overall good restaurant with really good seafood.,miscellaneous,positive
1969,hmmm.,anecdotes,neutral
3240,I cannot imagine you not rushing out to eat there.,anecdotes,positive
2447,"we did notice however, that some tables had what looked like pita instead of naan.",service,negative
3711,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",price,negative
1305,Chance is a joke.,anecdotes,negative
4626,"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.",anecdotes,conflict
4107,I recommend that you try this hidden spot which will surely blowup very soon,miscellaneous,positive
2692,The one on the east side is much better than the one on the west side.,miscellaneous,neutral
992,The photos of the restaurant in its web site are way better than the real look.,ambience,negative
3418,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",price,positive
2406,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,food,negative
781,The food is awesome - definitely try the striped bass.,food,positive
4659,"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",service,neutral
633,"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",miscellaneous,negative
2577,The worst excuse for Japanese food I've ever encountered.,miscellaneous,negative
3897,I definitely will go back.,miscellaneous,positive
4654,Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),food,positive
3980,And they provided a delicious dessert on the house!,food,positive
3618,No plans to return anytime soon.,anecdotes,negative
1797,"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!",food,positive
1998,It's one of our favorite places to eat in NY.,anecdotes,positive
4454,My boyfriend ate tuna and it was cooked perfectly!,food,positive
3642,And you're hungry a few hours later.,food,neutral
1203,Excellent experience.,anecdotes,positive
2766,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,anecdotes,positive
1917,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",food,positive
1484,The food was average or above including some surprising tasty dishes.,food,positive
4241,"I like the ambience, it's very dark and original.",ambience,positive
3720,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",food,positive
4665,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,anecdotes,neutral
2069,NO PIZZA 33 for me!,miscellaneous,negative
3460,"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",anecdotes,neutral
4521,Can't wait wait for my next visit.,anecdotes,positive
2234,Nothing fancy but really good food with pretty reasonable price.,food,positive
546,"Even with John's and Joe's around the corner, this place will make a name for itself.",anecdotes,positive
2120,"Great food, great lay out and awesome service.",ambience,positive
70,Two words: Free wine.,price,positive
61,Look foward to trying the Ruben upon returning.,miscellaneous,positive
3623,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",food,negative
2212,I stumbled upon this great pizzeria as I explored my new neighborhood.,anecdotes,positive
3069,The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,food,positive
3011,delicious.,food,positive
3037,"They're are better Taiwanese restaurants and they are located in Flushing, Queens.",anecdotes,neutral
2716,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,ambience,positive
3874,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,food,positive
721,Fantastic place.,miscellaneous,positive
204,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",price,positive
1526,"A big disappointment, all around.",miscellaneous,negative
3144,I have been in many restaurants all over the city and Roth's Steakhouse has quickly become one of my favorites.,anecdotes,positive
2323,"If you're looking for a great meal at a decent price, go to Del Frisco's!",price,positive
2959,Service was also horrible and the ambience is not that great.,ambience,negative
973,"In fact, two people could really share one plate.",food,positive
3723,"Kind, attentive wait staff.",service,positive
349,This is one of my favorite restaurants and it is not to be missed.,miscellaneous,positive
1632,A must try!,miscellaneous,positive
1088,The food is great and reasonably priced.,food,positive
2192,I don't get it either.,anecdotes,negative
2962,"Based on the reviews on here, it appears that the restaurant is overwhelmed after the 7 PM.",anecdotes,neutral
308,"What is even better, is that the prices are very affordable as well, and the food is really good.",food,positive
4466,"great eats, good times.",anecdotes,positive
3104,"Everything looks great, the drinks, the decor, the food, even the people.",ambience,positive
4148,"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",miscellaneous,neutral
749,I just read Mocaramel's review and felt compelled to respond.,anecdotes,neutral
4060,"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",price,positive
1454,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",miscellaneous,positive
4768,for Meetball Night.,anecdotes,neutral
3373,There are much better places in NY with better prices.,price,negative
3864,"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,positive
718,Prices are very good.,price,positive
824,"The New York Times has reviewed this place three times already, you know it's going to be good.",anecdotes,positive
2143,"They have it all -- great price, food, and service.",price,positive
1902,Oh and it's too tiny for families with strollers.,ambience,negative
3799,The food is delicious.,food,positive
1595,"But people from Sichuan will die for it)  - Chongqing Hot Pot, chongqing was the biggest city of Sichuan, now became an independent province.",miscellaneous,positive
3098,Got a little loud after 8pm when the joint got full.,ambience,negative
4583,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",food,positive
1375,It is by far my favorite restaurant in Brooklyn.,anecdotes,positive
226,VT is what baby pizzas hope to be when they grow up.,miscellaneous,positive
3572,"I would recommend Roxy's for that, but not for their food.",food,negative
2782,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,food,positive
3696,We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,miscellaneous,negative
1019,"Besides, we were on vacation!",miscellaneous,neutral
322,"It's a really great deal, considering we got full off of four dollars.",price,positive
1974,"It was nice and fresh, but I can't give it high scores on being authentic thai.",food,conflict
2085,Mermaid Inn is an overall good restaurant with really good seafood.,food,positive
4188,"My husband and I both ordered the Steak, medium.",food,neutral
4540,Really tasty spring rolls and noodles for a good price though.,food,positive
3804,Amma is nothing special.,anecdotes,negative
3008,Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,anecdotes,neutral
473,This place is great.,miscellaneous,positive
4624,"The burger was great, also.",food,positive
4296,"Not only would I not recommend Jimmy's restaurants to friends, I would strongly suggest they go anywhere but.",miscellaneous,negative
4415,Spreads and toppings are great - though a bit pricey.,price,negative
4520,I had been a regular due to the consistently good food and ease of getting a table.,service,positive
3638,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",food,negative
2641,I highly recommend visiting this restaurant and having dinner and drinks!,food,positive
1770,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,food,negative
2367,"To celebrate a birthday, three of us went to Mare anticipating great food.",anecdotes,neutral
309,"What is even better, is that the prices are very affordable as well, and the food is really good.",price,positive
3785,I will definetly be going back.,anecdotes,positive
2942,Good for dates or with friends.,anecdotes,positive
4500,"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",food,negative
2096,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,food,negative
2019,Stepped on my foot on the SECOND time he reached over me to adjust lighting.,service,negative
207,I also recommend the rice dishes or the different varieties of congee (rice porridge).,food,positive
4049,We arrived on time for our reservation and seated promptly.The,miscellaneous,neutral
3146,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",food,negative
2969,"For the quality of food, a little too expensive.",price,negative
2435,I recommend it!,anecdotes,positive
3202,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",anecdotes,neutral
1354,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",anecdotes,positive
4217,This is the kind of place you'd like to take all your friends to and still keep a secret.,anecdotes,positive
2944,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",service,negative
4427,"The service was excellent, the food was excellent, but the entire experience was very cool.",service,positive
3937,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",miscellaneous,positive
2531,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.",anecdotes,conflict
2465,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",ambience,positive
4605,I really recommend the very simple Unda (Egg) rolls.,food,positive
2178,A little overpriced but worth it once you take a bite.,food,positive
2255,Service was good and food is wonderful.,food,positive
2472,"Yeah, it's that good.",miscellaneous,positive
2461,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,anecdotes,negative
1781,GO HERE.,miscellaneous,positive
1331,"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.",miscellaneous,conflict
4740,really depends on your luck!,miscellaneous,neutral
3292,"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.",miscellaneous,positive
2850,Nice place though.,anecdotes,positive
1934,"Worse of all, $60 was erroneously added to our $80 bill.",service,negative
305,The food was bland oily.,food,negative
471,I would highly recommend.,miscellaneous,positive
332,"I am completely hooked on this place, it is ridiculous.",anecdotes,positive
137,"The service varys from day to day- sometimes they're very nice, and sometimes not.",service,conflict
356,Please be aware that it's CASH or AMEX only!,anecdotes,neutral
3391,The spicy Tuna roll is huge and probably the best that I've had at this price range.,price,positive
485,"Went there last night for 2 year anniversery, and wasn't all that impressed.",miscellaneous,negative
657,"Decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",ambience,positive
1036,"A few tips: skip the turnip cake, roast pork buns and egg custards.",food,negative
2923,"We only ordered desserts and drinks, but no refills were offered.",service,negative
666,What a great place.,miscellaneous,positive
361,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,negative
4509,Village is one of those places that scores on all fronts.,anecdotes,positive
3494,"This is the Cheers of New York, whether you've ever been there or not.",anecdotes,neutral
2836,THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.,miscellaneous,positive
38,I will be going back very soon.,anecdotes,positive
4219,"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",food,positive
4761,And when I visit her I make it a point to eat at 'Ino at least once daily if not once for the whole trip.,anecdotes,positive
2796,"came here for restaurant week, didn't save much, but it was still great.",price,conflict
2315,A real dissapointment.,miscellaneous,negative
3491,"When I arrived at Orsay I was thrown back, in a veyr good sense.",anecdotes,positive
1054,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,service,negative
3128,"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",ambience,positive
4650,And cheap!,price,positive
3434,Highly recommended to all!,anecdotes,positive
2834,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",ambience,conflict
1077,"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",ambience,negative
1116,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",ambience,positive
2871,"But WARNING: to all those that use this site be weary, be very weary of recommendations.",anecdotes,negative
3829,And they have these home made potato chips at the bar that are the most delicious things in the world!,food,positive
362,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",ambience,positive
1746,The rice to fish ration was also good--they didn't try to overpack the rice.,food,positive
127,Wine list selection is good and wine-by-the-glass was generously filled to the top.,food,positive
32,We were very disappointed.,miscellaneous,negative
1653,We were very surprised by how good the food was on our first visit here on a Sunday night.,food,positive
2616,One should not go to Lucky Strike for the food.,food,negative
2423,We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,food,positive
62,The only other steakhouse that seems to hold a candle to Roth's is the Strip House.,anecdotes,neutral
625,Thanks Bloom's for a lovely trip.,anecdotes,positive
235,"Nice restaurant overall, with classic upscale Italian decor.",ambience,positive
503,Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,food,positive
1510,There is also very limited seating and there can be a substantial wait in getting food at peak times.,ambience,negative
449,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,food,positive
2434,"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",miscellaneous,negative
935,"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",food,neutral
4712,Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,service,negative
557,"Sure, everyone's got their favorite, but to know Sal, is to know New York.",anecdotes,neutral
256,I've never felt more unwelcome than last month at Jimmy's Bronx Cafe.,miscellaneous,negative
1640,It is so easy to get a reservation at a top place in NYC with a week's notice.,anecdotes,positive
4224,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",ambience,negative
1987,we split a tasty vegetable samosa and the malai tikka wrap.,food,positive
4783,My family and I ate here last night for our annual Christmas dinner with the family members who would rather spend the holidays with friends out-of-town.,anecdotes,neutral
2790,The best burger I have had in the Village.,food,positive
87,I just wonder how you can have such a delicious meal for such little money.,price,positive
1957,"If you are a vegetarian, this really isn't a good place to go.",miscellaneous,negative
2476,Dakshin is one of the few affordable and tasty Indian restaurant in the upper east side.,price,positive
3682,"though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele.",service,conflict
831,I have been to spice three times- twice during lunch and once at dinner.,miscellaneous,neutral
4242,Not the typical NYC gimmick theme restaurant.,ambience,positive
1013,"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",miscellaneous,neutral
4347,THe perfect spot.,anecdotes,positive
3619,No plans to return anytime soon.,miscellaneous,negative
2903,So some of the reviews here are accurate about the crowd and noise.,miscellaneous,neutral
4305,The bagel was huge.,food,positive
217,Plenty of choices to make your own creation.,food,positive
3459,If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,ambience,negative
1675,"The owner is very friendly and a great guy, go try his pizza, you'll like it!",food,positive
3795,i love the pics of andy warhol when he used to frequent the place (he painted the ballato's sign in the window).,ambience,positive
3058,Total hipster-wannabe attitude in an otherwise sweet spot.,ambience,positive
1427,Located at the end of a magnificent block.,ambience,positive
2094,"This is definitely a place that provides the best experience, though, to both A-listers and people walking in off the street.",anecdotes,positive
3322,I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST!,food,positive
4595,The food was great and the service was even better.,food,positive
532,Sexy.,anecdotes,positive
71,The price is reasonable although the service is poor.,service,negative
4308,Get the tuna of gari.,food,positive
428,"Trust me, it will be great, and all of it will be devoured in no time.",food,positive
3347,"Their sushi, Kamikaze and other Rolls are fresh and well presented.",food,positive
4703,"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",miscellaneous,positive
1201,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",anecdotes,negative
3184,if your into thai..you cannot miss this great restaurant.,anecdotes,positive
2028,This Thai restaurant is a couple blocks away from Sripraphai (another delicious Thai restaurant).,miscellaneous,neutral
4469,Make sure you try this place as often as you can.,anecdotes,positive
1090,The characters really make for an enjoyable experience.,ambience,positive
2207,I would highly recommand requesting a table by the window.,miscellaneous,positive
3376,I ate here a week ago and found most dishes average at best and too expensive.,food,negative
3914,My boyfriend and I have been to The Minnow four times now and we have consistently been impressed.,miscellaneous,positive
1631,A must try!,anecdotes,positive
4146,"Southern Indian cuisine is still there, too.",food,neutral
2458,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food,conflict
1972,It was not above ordinary and the beef version had cheap (undercooked) beef.,food,negative
3921,I found this restaurant to be one that truly values its patrons.,miscellaneous,positive
584,I have to agree with the previous reviewer.,miscellaneous,neutral
2284,"If presentation and service is your thing, then this magic show works.",service,positive
2989,"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in.",service,positive
2226,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,food,neutral
1057,"Good spreads, great beverage selections and bagels really tasty.",food,positive
4602,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",anecdotes,negative
2682,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",service,negative
3669,"The Thali was small, thoroughly unremarkable, and $14.95.",food,negative
747,I've lived in NY for 5 years and this place has it all.,anecdotes,positive
4724,please don't fool us.,anecdotes,negative
195,We had the lobster sandwich and it was FANTASTIC.,food,positive
1724,"However, it just so happens that there's an even more amazing place just down the street.",anecdotes,positive
1415,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",food,positive
3026,Great food at reasonable prices.,food,positive
